what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405554029377
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405554038784
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405554042932
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1405554042934
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405554044382
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405554063771
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405554075713
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405554106730
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405554119397
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405554266362
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405554273699
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1405554280367
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405554281182
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1405554281858
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1405554281958
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1405554282411
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405554307441
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405554376402
started,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1405554381981
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1405554381986
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1405554381991
started,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1405554381995
started,bundle,org.eclipse.mylyn.wikitext.core,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.core",1405554382024
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1405554382027
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405554382039
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405554383575
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405554384949
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1405554385113
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1405554385582
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1405554385584
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1405554385613
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1405554447978
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1405554447979
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1405554447980
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1405554447980
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1405554447981
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1405554447982
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1405554447982
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1405554447982
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1405554447983
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1405554447983
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1405554447983
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1405554447984
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1405554447984
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1405554447985
